1.000000000000000666e+00,4.440892098500626162e-16,-1.734723475976807094e-17,6.938893903907228378e-18,1.734723475976807094e-17,3.295974604355933479e-17,3.989863994746656317e-17,6.938893903907228378e-18,5.204170427930421283e-17,-5.898059818321144121e-17,-6.245004513516505540e-17,-1.734723475976807094e-18
4.440892098500626162e-16,1.000000000000000000e+00,-1.734723475976807094e-18,-2.428612866367529932e-17,3.122502256758252770e-17,3.469446951953614189e-17,-3.989863994746656317e-17,8.890457814381136359e-18,-5.421010862427522170e-18,-3.816391647148975608e-17,2.775557561562891351e-17,3.903127820947815962e-17
-1.734723475976807094e-17,-1.734723475976807094e-18,1.000000000000000000e+00,0.000000000000000000e+00,3.816391647148975608e-17,2.428612866367529932e-17,-6.938893903907228378e-18,-4.336808689942017736e-18,1.387778780781445676e-17,3.122502256758252770e-17,0.000000000000000000e+00,-2.081668171172168513e-17
6.938893903907228378e-18,-2.428612866367529932e-17,0.000000000000000000e+00,9.999999999999997780e-01,-6.938893903907228378e-18,-6.938893903907228378e-18,-4.163336342344337027e-17,1.734723475976807094e-17,1.561251128379126385e-17,3.469446951953614189e-18,-3.469446951953614189e-17,1.496198998029996119e-17
1.734723475976807094e-17,3.122502256758252770e-17,3.816391647148975608e-17,-6.938893903907228378e-18,1.000000000000000222e+00,2.081668171172168513e-17,-1.409462824231155764e-17,6.938893903907228378e-18,-1.387778780781445676e-17,-2.081668171172168513e-17,2.775557561562891351e-17,4.770489558936219510e-18
3.295974604355933479e-17,3.469446951953614189e-17,2.428612866367529932e-17,-6.938893903907228378e-18,2.081668171172168513e-17,9.999999999999995559e-01,4.336808689942017736e-17,-1.908195823574487804e-17,-2.775557561562891351e-17,3.035766082959412415e-18,5.204170427930421283e-18,5.984795992119984476e-17
3.989863994746656317e-17,-3.989863994746656317e-17,-6.938893903907228378e-18,-4.163336342344337027e-17,-1.409462824231155764e-17,4.336808689942017736e-17,1.000000000000000444e+00,-2.255140518769849223e-17,3.915325095388277887e-17,1.734723475976807094e-17,1.474514954580286030e-17,1.387778780781445676e-17
6.938893903907228378e-18,8.890457814381136359e-18,-4.336808689942017736e-18,1.734723475976807094e-17,6.938893903907228378e-18,-1.908195823574487804e-17,-2.255140518769849223e-17,1.000000000000000000e+00,8.673617379884035472e-18,1.734723475976807094e-17,5.551115123125782702e-17,1.040834085586084257e-17
5.204170427930421283e-17,-5.421010862427522170e-18,1.387778780781445676e-17,1.561251128379126385e-17,-1.387778780781445676e-17,-2.775557561562891351e-17,3.915325095388277887e-17,8.673617379884035472e-18,1.000000000000000222e+00,-3.122502256758252770e-17,1.387778780781445676e-17,3.642919299551294898e-17
-5.898059818321144121e-17,-3.816391647148975608e-17,3.122502256758252770e-17,3.469446951953614189e-18,-2.081668171172168513e-17,3.035766082959412415e-18,1.734723475976807094e-17,1.734723475976807094e-17,-3.122502256758252770e-17,1.000000000000000000e+00,-1.040834085586084257e-17,-5.204170427930421283e-18
-6.245004513516505540e-17,2.775557561562891351e-17,0.000000000000000000e+00,-3.469446951953614189e-17,2.775557561562891351e-17,5.204170427930421283e-18,1.474514954580286030e-17,5.551115123125782702e-17,1.387778780781445676e-17,-1.040834085586084257e-17,1.000000000000000000e+00,1.994931997373328159e-17
-1.734723475976807094e-18,3.903127820947815962e-17,-2.081668171172168513e-17,1.496198998029996119e-17,4.770489558936219510e-18,5.984795992119984476e-17,1.387778780781445676e-17,1.040834085586084257e-17,3.642919299551294898e-17,-5.204170427930421283e-18,1.994931997373328159e-17,1.000000000000000000e+00
